"conversation","topic"
"agent_1: Hello, do you watch Netflix?<br />agent_2: Hi there, I do sometimes, but don&#x27;t have an account myself.  How about you?<br />agent_1: I do have an account. Did you know from 9pm-12am, Netflix accounts for 33% of all the bandwidth in North America?<br />agent_2: Holy cow, that is so much bandwidth during those peak hours. <br />agent_1: I agree. Netflix and YouTube make up half of the peak internet traffic in North America.<br />agent_2: That is crazy, and I think it will even continue to grow in the future. <br />agent_1: Netflix is worth $2 billion right now.<br />agent_2: Wow, I think back in 2000, they proposed to Blockbuster that it should use Netflix as it&#x27;s online service, they laughed at the offer. <br />agent_1: I bet lol. Netflix was started due to a $40 late fee incurred by Reed Hastings.<br />agent_2: Yeah old Reed didn&#x27;t like those late fees, look what happened since then. <br />agent_1: Do you like Tom Cruise?<br />agent_2: Yeah I do, I really like 80&#x27;s Tom Cruise movies.  How about you?<br />agent_1: Me too. I love Top Gun.<br />agent_2: Yeah Top Gun was one of his best for sure, I always like risky business. <br />agent_1: Tom Cruise once threatened Tom Kruse who is the inventory of the hoverboard.<br />agent_2: I heard that!  I think he should have just endorsed it and gone along with it.<br />agent_1: I agree. Tom Cruise spent two years learning Japanese and swordplay in preparation for a film.<br />agent_2: That is dedication, I have always admired him for his acting skills. <br />agent_1: Me too. He has a $10 million dollar underground bunker to protect himself from aliens.<br />agent_2: That is the weird side of him, I remember when he went kind of nuts on the Ellen show years back. <br />agent_1: It was great chatting.<br /><br />","Business"
"agent_1: I have always loved reading. I think that reading has always been a gateway to knowledge for me.<br />agent_2: Yes and knowledge is power. I mostly listen to audio books now though. What about you?<br />agent_1: I love audiobooks. Did you know that in the first 3 months of 2016 audiobook sales rose 35%?!<br />agent_2: I can believe it! I&#x27;m suprised with the rise of technology that there are more libraries than there are McDonald in the US. <br />agent_1: I think that libraries provide technology access to people who aren&#x27;t fortunate enough to have it at home.<br />agent_2: I agree, im in one right now. lol! <br />agent_1: I think the concept of a &quot;library of things&quot; is amazing. Allowing people to check out other things, such as sewing machines, or seeds, is wonderful. Allows short term usage rather than a long term commitment. <br />agent_2: Yeah that&#x27;s a neat concept. You know there was a man falsely accused and spent 10 years working on his proving innocence. <br />agent_1: I think Law Libraries in Prisons are wonderful<br />agent_2: I do too, something for them to elevate there minds. If you publish a book in Norway the government will but 1000 copies.<br />agent_1: That is very interesting. I wish I had learned braile. I think that would be a very interesting tactile way to read. <br />agent_2: Apparently Michael Jackson released an audio book. Did you know that?<br />agent_1: I had no idea!<br />agent_2: Yeah and steven spielberg directed it for ET, however that works<br />agent_1: Had you heard that Jim Dale performed 300 voices for the Harry Potter books?<br />agent_2: Yeah he had to be reminded of them ever time they were on set. that&#x27;s a lot of voice overs.<br />agent_1: Audiobooks were initially started as a project to help those that are blind. I love to listen to them while I drive though! They are so useful!<br />agent_2: Man i listen to them when i&#x27;m doing just about anything. I hear in that same year were sale rose that e-book sales declined. <br />agent_1: I can believe that. I would much rather have an audiobook over e book. <br />agent_2: Me too! Wow there were quite a few stars who narrated the dungeons and dragons character Diizzt do&#x27;urden.<br />agent_1: I saw that! I am not sure who that is though. <br /><br />","Facebook, Pink Floyd, pointe shoes, ballet, Canada, abstract art, horror movies, Run DMC, identical twins, Led Zeppelin"
"agent_1: I have always loved reading. I think that reading has always been a gateway to knowledge for me.<br />agent_2: Yes and knowledge is power. I mostly listen to audio books now though. What about you?<br />agent_1: I love audiobooks. Did you know that in the first 3 months of 2016 audiobook sales rose 35%?!<br />agent_2: I can believe it! I&#x27;m suprised with the rise of technology that there are more libraries than there are McDonald in the US. <br />agent_1: I think that libraries provide technology access to people who aren&#x27;t fortunate enough to have it at home.<br />agent_2: I agree, im in one right now. lol! <br />agent_1: I think the concept of a &quot;library of things&quot; is amazing. Allowing people to check out other things, such as sewing machines, or seeds, is wonderful. Allows short term usage rather than a long term commitment. <br />agent_2: Yeah that&#x27;s a neat concept. You know there was a man falsely accused and spent 10 years working on his proving innocence. <br />agent_1: I think Law Libraries in Prisons are wonderful<br />agent_2: I do too, something for them to elevate there minds. If you publish a book in Norway the government will but 1000 copies.<br />agent_1: That is very interesting. I wish I had learned braile. I think that would be a very interesting tactile way to read. <br />agent_2: Apparently Michael Jackson released an audio book. Did you know that?<br />agent_1: I had no idea!<br />agent_2: Yeah and steven spielberg directed it for ET, however that works<br />agent_1: Had you heard that Jim Dale performed 300 voices for the Harry Potter books?<br />agent_2: Yeah he had to be reminded of them ever time they were on set. that&#x27;s a lot of voice overs.<br />agent_1: Audiobooks were initially started as a project to help those that are blind. I love to listen to them while I drive though! They are so useful!<br />agent_2: Man i listen to them when i&#x27;m doing just about anything. I hear in that same year were sale rose that e-book sales declined. <br />agent_1: I can believe that. I would much rather have an audiobook over e book. <br />agent_2: Me too! Wow there were quite a few stars who narrated the dungeons and dragons character Diizzt do&#x27;urden.<br />agent_1: I saw that! I am not sure who that is though. <br /><br />","Music"
"agent_1: I have always loved reading. I think that reading has always been a gateway to knowledge for me.<br />agent_2: Yes and knowledge is power. I mostly listen to audio books now though. What about you?<br />agent_1: I love audiobooks. Did you know that in the first 3 months of 2016 audiobook sales rose 35%?!<br />agent_2: I can believe it! I&#x27;m suprised with the rise of technology that there are more libraries than there are McDonald in the US. <br />agent_1: I think that libraries provide technology access to people who aren&#x27;t fortunate enough to have it at home.<br />agent_2: I agree, im in one right now. lol! <br />agent_1: I think the concept of a &quot;library of things&quot; is amazing. Allowing people to check out other things, such as sewing machines, or seeds, is wonderful. Allows short term usage rather than a long term commitment. <br />agent_2: Yeah that&#x27;s a neat concept. You know there was a man falsely accused and spent 10 years working on his proving innocence. <br />agent_1: I think Law Libraries in Prisons are wonderful<br />agent_2: I do too, something for them to elevate there minds. If you publish a book in Norway the government will but 1000 copies.<br />agent_1: That is very interesting. I wish I had learned braile. I think that would be a very interesting tactile way to read. <br />agent_2: Apparently Michael Jackson released an audio book. Did you know that?<br />agent_1: I had no idea!<br />agent_2: Yeah and steven spielberg directed it for ET, however that works<br />agent_1: Had you heard that Jim Dale performed 300 voices for the Harry Potter books?<br />agent_2: Yeah he had to be reminded of them ever time they were on set. that&#x27;s a lot of voice overs.<br />agent_1: Audiobooks were initially started as a project to help those that are blind. I love to listen to them while I drive though! They are so useful!<br />agent_2: Man i listen to them when i&#x27;m doing just about anything. I hear in that same year were sale rose that e-book sales declined. <br />agent_1: I can believe that. I would much rather have an audiobook over e book. <br />agent_2: Me too! Wow there were quite a few stars who narrated the dungeons and dragons character Diizzt do&#x27;urden.<br />agent_1: I saw that! I am not sure who that is though. <br /><br />","Film"
"agent_1: I have always loved reading. I think that reading has always been a gateway to knowledge for me.<br />agent_2: Yes and knowledge is power. I mostly listen to audio books now though. What about you?<br />agent_1: I love audiobooks. Did you know that in the first 3 months of 2016 audiobook sales rose 35%?!<br />agent_2: I can believe it! I&#x27;m suprised with the rise of technology that there are more libraries than there are McDonald in the US. <br />agent_1: I think that libraries provide technology access to people who aren&#x27;t fortunate enough to have it at home.<br />agent_2: I agree, im in one right now. lol! <br />agent_1: I think the concept of a &quot;library of things&quot; is amazing. Allowing people to check out other things, such as sewing machines, or seeds, is wonderful. Allows short term usage rather than a long term commitment. <br />agent_2: Yeah that&#x27;s a neat concept. You know there was a man falsely accused and spent 10 years working on his proving innocence. <br />agent_1: I think Law Libraries in Prisons are wonderful<br />agent_2: I do too, something for them to elevate there minds. If you publish a book in Norway the government will but 1000 copies.<br />agent_1: That is very interesting. I wish I had learned braile. I think that would be a very interesting tactile way to read. <br />agent_2: Apparently Michael Jackson released an audio book. Did you know that?<br />agent_1: I had no idea!<br />agent_2: Yeah and steven spielberg directed it for ET, however that works<br />agent_1: Had you heard that Jim Dale performed 300 voices for the Harry Potter books?<br />agent_2: Yeah he had to be reminded of them ever time they were on set. that&#x27;s a lot of voice overs.<br />agent_1: Audiobooks were initially started as a project to help those that are blind. I love to listen to them while I drive though! They are so useful!<br />agent_2: Man i listen to them when i&#x27;m doing just about anything. I hear in that same year were sale rose that e-book sales declined. <br />agent_1: I can believe that. I would much rather have an audiobook over e book. <br />agent_2: Me too! Wow there were quite a few stars who narrated the dungeons and dragons character Diizzt do&#x27;urden.<br />agent_1: I saw that! I am not sure who that is though. <br /><br />","Netflix, Blockbuster, YouTube, HBO, netflix, peak internet traffic, internet traffic, Amazon, Incredibles 2, Youtube"
"agent_1: I have always loved reading. I think that reading has always been a gateway to knowledge for me.<br />agent_2: Yes and knowledge is power. I mostly listen to audio books now though. What about you?<br />agent_1: I love audiobooks. Did you know that in the first 3 months of 2016 audiobook sales rose 35%?!<br />agent_2: I can believe it! I&#x27;m suprised with the rise of technology that there are more libraries than there are McDonald in the US. <br />agent_1: I think that libraries provide technology access to people who aren&#x27;t fortunate enough to have it at home.<br />agent_2: I agree, im in one right now. lol! <br />agent_1: I think the concept of a &quot;library of things&quot; is amazing. Allowing people to check out other things, such as sewing machines, or seeds, is wonderful. Allows short term usage rather than a long term commitment. <br />agent_2: Yeah that&#x27;s a neat concept. You know there was a man falsely accused and spent 10 years working on his proving innocence. <br />agent_1: I think Law Libraries in Prisons are wonderful<br />agent_2: I do too, something for them to elevate there minds. If you publish a book in Norway the government will but 1000 copies.<br />agent_1: That is very interesting. I wish I had learned braile. I think that would be a very interesting tactile way to read. <br />agent_2: Apparently Michael Jackson released an audio book. Did you know that?<br />agent_1: I had no idea!<br />agent_2: Yeah and steven spielberg directed it for ET, however that works<br />agent_1: Had you heard that Jim Dale performed 300 voices for the Harry Potter books?<br />agent_2: Yeah he had to be reminded of them ever time they were on set. that&#x27;s a lot of voice overs.<br />agent_1: Audiobooks were initially started as a project to help those that are blind. I love to listen to them while I drive though! They are so useful!<br />agent_2: Man i listen to them when i&#x27;m doing just about anything. I hear in that same year were sale rose that e-book sales declined. <br />agent_1: I can believe that. I would much rather have an audiobook over e book. <br />agent_2: Me too! Wow there were quite a few stars who narrated the dungeons and dragons character Diizzt do&#x27;urden.<br />agent_1: I saw that! I am not sure who that is though. <br /><br />","Science/Tech"
"agent_1: I have always loved reading. I think that reading has always been a gateway to knowledge for me.<br />agent_2: Yes and knowledge is power. I mostly listen to audio books now though. What about you?<br />agent_1: I love audiobooks. Did you know that in the first 3 months of 2016 audiobook sales rose 35%?!<br />agent_2: I can believe it! I&#x27;m suprised with the rise of technology that there are more libraries than there are McDonald in the US. <br />agent_1: I think that libraries provide technology access to people who aren&#x27;t fortunate enough to have it at home.<br />agent_2: I agree, im in one right now. lol! <br />agent_1: I think the concept of a &quot;library of things&quot; is amazing. Allowing people to check out other things, such as sewing machines, or seeds, is wonderful. Allows short term usage rather than a long term commitment. <br />agent_2: Yeah that&#x27;s a neat concept. You know there was a man falsely accused and spent 10 years working on his proving innocence. <br />agent_1: I think Law Libraries in Prisons are wonderful<br />agent_2: I do too, something for them to elevate there minds. If you publish a book in Norway the government will but 1000 copies.<br />agent_1: That is very interesting. I wish I had learned braile. I think that would be a very interesting tactile way to read. <br />agent_2: Apparently Michael Jackson released an audio book. Did you know that?<br />agent_1: I had no idea!<br />agent_2: Yeah and steven spielberg directed it for ET, however that works<br />agent_1: Had you heard that Jim Dale performed 300 voices for the Harry Potter books?<br />agent_2: Yeah he had to be reminded of them ever time they were on set. that&#x27;s a lot of voice overs.<br />agent_1: Audiobooks were initially started as a project to help those that are blind. I love to listen to them while I drive though! They are so useful!<br />agent_2: Man i listen to them when i&#x27;m doing just about anything. I hear in that same year were sale rose that e-book sales declined. <br />agent_1: I can believe that. I would much rather have an audiobook over e book. <br />agent_2: Me too! Wow there were quite a few stars who narrated the dungeons and dragons character Diizzt do&#x27;urden.<br />agent_1: I saw that! I am not sure who that is though. <br /><br />","Business"
"agent_1: I have always loved reading. I think that reading has always been a gateway to knowledge for me.<br />agent_2: Yes and knowledge is power. I mostly listen to audio books now though. What about you?<br />agent_1: I love audiobooks. Did you know that in the first 3 months of 2016 audiobook sales rose 35%?!<br />agent_2: I can believe it! I&#x27;m suprised with the rise of technology that there are more libraries than there are McDonald in the US. <br />agent_1: I think that libraries provide technology access to people who aren&#x27;t fortunate enough to have it at home.<br />agent_2: I agree, im in one right now. lol! <br />agent_1: I think the concept of a &quot;library of things&quot; is amazing. Allowing people to check out other things, such as sewing machines, or seeds, is wonderful. Allows short term usage rather than a long term commitment. <br />agent_2: Yeah that&#x27;s a neat concept. You know there was a man falsely accused and spent 10 years working on his proving innocence. <br />agent_1: I think Law Libraries in Prisons are wonderful<br />agent_2: I do too, something for them to elevate there minds. If you publish a book in Norway the government will but 1000 copies.<br />agent_1: That is very interesting. I wish I had learned braile. I think that would be a very interesting tactile way to read. <br />agent_2: Apparently Michael Jackson released an audio book. Did you know that?<br />agent_1: I had no idea!<br />agent_2: Yeah and steven spielberg directed it for ET, however that works<br />agent_1: Had you heard that Jim Dale performed 300 voices for the Harry Potter books?<br />agent_2: Yeah he had to be reminded of them ever time they were on set. that&#x27;s a lot of voice overs.<br />agent_1: Audiobooks were initially started as a project to help those that are blind. I love to listen to them while I drive though! They are so useful!<br />agent_2: Man i listen to them when i&#x27;m doing just about anything. I hear in that same year were sale rose that e-book sales declined. <br />agent_1: I can believe that. I would much rather have an audiobook over e book. <br />agent_2: Me too! Wow there were quite a few stars who narrated the dungeons and dragons character Diizzt do&#x27;urden.<br />agent_1: I saw that! I am not sure who that is though. <br /><br />","Iceland, Netflix, Incredibles 2, Kung Fu Hustle, sun, video games, Amazon, Pink Floyd, history, YouTube"
"agent_1: I have always loved reading. I think that reading has always been a gateway to knowledge for me.<br />agent_2: Yes and knowledge is power. I mostly listen to audio books now though. What about you?<br />agent_1: I love audiobooks. Did you know that in the first 3 months of 2016 audiobook sales rose 35%?!<br />agent_2: I can believe it! I&#x27;m suprised with the rise of technology that there are more libraries than there are McDonald in the US. <br />agent_1: I think that libraries provide technology access to people who aren&#x27;t fortunate enough to have it at home.<br />agent_2: I agree, im in one right now. lol! <br />agent_1: I think the concept of a &quot;library of things&quot; is amazing. Allowing people to check out other things, such as sewing machines, or seeds, is wonderful. Allows short term usage rather than a long term commitment. <br />agent_2: Yeah that&#x27;s a neat concept. You know there was a man falsely accused and spent 10 years working on his proving innocence. <br />agent_1: I think Law Libraries in Prisons are wonderful<br />agent_2: I do too, something for them to elevate there minds. If you publish a book in Norway the government will but 1000 copies.<br />agent_1: That is very interesting. I wish I had learned braile. I think that would be a very interesting tactile way to read. <br />agent_2: Apparently Michael Jackson released an audio book. Did you know that?<br />agent_1: I had no idea!<br />agent_2: Yeah and steven spielberg directed it for ET, however that works<br />agent_1: Had you heard that Jim Dale performed 300 voices for the Harry Potter books?<br />agent_2: Yeah he had to be reminded of them ever time they were on set. that&#x27;s a lot of voice overs.<br />agent_1: Audiobooks were initially started as a project to help those that are blind. I love to listen to them while I drive though! They are so useful!<br />agent_2: Man i listen to them when i&#x27;m doing just about anything. I hear in that same year were sale rose that e-book sales declined. <br />agent_1: I can believe that. I would much rather have an audiobook over e book. <br />agent_2: Me too! Wow there were quite a few stars who narrated the dungeons and dragons character Diizzt do&#x27;urden.<br />agent_1: I saw that! I am not sure who that is though. <br /><br />","Science/Tech"
"agent_1: I have always loved reading. I think that reading has always been a gateway to knowledge for me.<br />agent_2: Yes and knowledge is power. I mostly listen to audio books now though. What about you?<br />agent_1: I love audiobooks. Did you know that in the first 3 months of 2016 audiobook sales rose 35%?!<br />agent_2: I can believe it! I&#x27;m suprised with the rise of technology that there are more libraries than there are McDonald in the US. <br />agent_1: I think that libraries provide technology access to people who aren&#x27;t fortunate enough to have it at home.<br />agent_2: I agree, im in one right now. lol! <br />agent_1: I think the concept of a &quot;library of things&quot; is amazing. Allowing people to check out other things, such as sewing machines, or seeds, is wonderful. Allows short term usage rather than a long term commitment. <br />agent_2: Yeah that&#x27;s a neat concept. You know there was a man falsely accused and spent 10 years working on his proving innocence. <br />agent_1: I think Law Libraries in Prisons are wonderful<br />agent_2: I do too, something for them to elevate there minds. If you publish a book in Norway the government will but 1000 copies.<br />agent_1: That is very interesting. I wish I had learned braile. I think that would be a very interesting tactile way to read. <br />agent_2: Apparently Michael Jackson released an audio book. Did you know that?<br />agent_1: I had no idea!<br />agent_2: Yeah and steven spielberg directed it for ET, however that works<br />agent_1: Had you heard that Jim Dale performed 300 voices for the Harry Potter books?<br />agent_2: Yeah he had to be reminded of them ever time they were on set. that&#x27;s a lot of voice overs.<br />agent_1: Audiobooks were initially started as a project to help those that are blind. I love to listen to them while I drive though! They are so useful!<br />agent_2: Man i listen to them when i&#x27;m doing just about anything. I hear in that same year were sale rose that e-book sales declined. <br />agent_1: I can believe that. I would much rather have an audiobook over e book. <br />agent_2: Me too! Wow there were quite a few stars who narrated the dungeons and dragons character Diizzt do&#x27;urden.<br />agent_1: I saw that! I am not sure who that is though. <br /><br />","Science/Tech"
"agent_1: I have always loved reading. I think that reading has always been a gateway to knowledge for me.<br />agent_2: Yes and knowledge is power. I mostly listen to audio books now though. What about you?<br />agent_1: I love audiobooks. Did you know that in the first 3 months of 2016 audiobook sales rose 35%?!<br />agent_2: I can believe it! I&#x27;m suprised with the rise of technology that there are more libraries than there are McDonald in the US. <br />agent_1: I think that libraries provide technology access to people who aren&#x27;t fortunate enough to have it at home.<br />agent_2: I agree, im in one right now. lol! <br />agent_1: I think the concept of a &quot;library of things&quot; is amazing. Allowing people to check out other things, such as sewing machines, or seeds, is wonderful. Allows short term usage rather than a long term commitment. <br />agent_2: Yeah that&#x27;s a neat concept. You know there was a man falsely accused and spent 10 years working on his proving innocence. <br />agent_1: I think Law Libraries in Prisons are wonderful<br />agent_2: I do too, something for them to elevate there minds. If you publish a book in Norway the government will but 1000 copies.<br />agent_1: That is very interesting. I wish I had learned braile. I think that would be a very interesting tactile way to read. <br />agent_2: Apparently Michael Jackson released an audio book. Did you know that?<br />agent_1: I had no idea!<br />agent_2: Yeah and steven spielberg directed it for ET, however that works<br />agent_1: Had you heard that Jim Dale performed 300 voices for the Harry Potter books?<br />agent_2: Yeah he had to be reminded of them ever time they were on set. that&#x27;s a lot of voice overs.<br />agent_1: Audiobooks were initially started as a project to help those that are blind. I love to listen to them while I drive though! They are so useful!<br />agent_2: Man i listen to them when i&#x27;m doing just about anything. I hear in that same year were sale rose that e-book sales declined. <br />agent_1: I can believe that. I would much rather have an audiobook over e book. <br />agent_2: Me too! Wow there were quite a few stars who narrated the dungeons and dragons character Diizzt do&#x27;urden.<br />agent_1: I saw that! I am not sure who that is though. <br /><br />","military, star, tennis, starship, troopers, amazon, king, wikileaks, ice, polo"
"agent_1: I have always loved reading. I think that reading has always been a gateway to knowledge for me.<br />agent_2: Yes and knowledge is power. I mostly listen to audio books now though. What about you?<br />agent_1: I love audiobooks. Did you know that in the first 3 months of 2016 audiobook sales rose 35%?!<br />agent_2: I can believe it! I&#x27;m suprised with the rise of technology that there are more libraries than there are McDonald in the US. <br />agent_1: I think that libraries provide technology access to people who aren&#x27;t fortunate enough to have it at home.<br />agent_2: I agree, im in one right now. lol! <br />agent_1: I think the concept of a &quot;library of things&quot; is amazing. Allowing people to check out other things, such as sewing machines, or seeds, is wonderful. Allows short term usage rather than a long term commitment. <br />agent_2: Yeah that&#x27;s a neat concept. You know there was a man falsely accused and spent 10 years working on his proving innocence. <br />agent_1: I think Law Libraries in Prisons are wonderful<br />agent_2: I do too, something for them to elevate there minds. If you publish a book in Norway the government will but 1000 copies.<br />agent_1: That is very interesting. I wish I had learned braile. I think that would be a very interesting tactile way to read. <br />agent_2: Apparently Michael Jackson released an audio book. Did you know that?<br />agent_1: I had no idea!<br />agent_2: Yeah and steven spielberg directed it for ET, however that works<br />agent_1: Had you heard that Jim Dale performed 300 voices for the Harry Potter books?<br />agent_2: Yeah he had to be reminded of them ever time they were on set. that&#x27;s a lot of voice overs.<br />agent_1: Audiobooks were initially started as a project to help those that are blind. I love to listen to them while I drive though! They are so useful!<br />agent_2: Man i listen to them when i&#x27;m doing just about anything. I hear in that same year were sale rose that e-book sales declined. <br />agent_1: I can believe that. I would much rather have an audiobook over e book. <br />agent_2: Me too! Wow there were quite a few stars who narrated the dungeons and dragons character Diizzt do&#x27;urden.<br />agent_1: I saw that! I am not sure who that is though. <br /><br />","World"
"agent_1: I have always loved reading. I think that reading has always been a gateway to knowledge for me.<br />agent_2: Yes and knowledge is power. I mostly listen to audio books now though. What about you?<br />agent_1: I love audiobooks. Did you know that in the first 3 months of 2016 audiobook sales rose 35%?!<br />agent_2: I can believe it! I&#x27;m suprised with the rise of technology that there are more libraries than there are McDonald in the US. <br />agent_1: I think that libraries provide technology access to people who aren&#x27;t fortunate enough to have it at home.<br />agent_2: I agree, im in one right now. lol! <br />agent_1: I think the concept of a &quot;library of things&quot; is amazing. Allowing people to check out other things, such as sewing machines, or seeds, is wonderful. Allows short term usage rather than a long term commitment. <br />agent_2: Yeah that&#x27;s a neat concept. You know there was a man falsely accused and spent 10 years working on his proving innocence. <br />agent_1: I think Law Libraries in Prisons are wonderful<br />agent_2: I do too, something for them to elevate there minds. If you publish a book in Norway the government will but 1000 copies.<br />agent_1: That is very interesting. I wish I had learned braile. I think that would be a very interesting tactile way to read. <br />agent_2: Apparently Michael Jackson released an audio book. Did you know that?<br />agent_1: I had no idea!<br />agent_2: Yeah and steven spielberg directed it for ET, however that works<br />agent_1: Had you heard that Jim Dale performed 300 voices for the Harry Potter books?<br />agent_2: Yeah he had to be reminded of them ever time they were on set. that&#x27;s a lot of voice overs.<br />agent_1: Audiobooks were initially started as a project to help those that are blind. I love to listen to them while I drive though! They are so useful!<br />agent_2: Man i listen to them when i&#x27;m doing just about anything. I hear in that same year were sale rose that e-book sales declined. <br />agent_1: I can believe that. I would much rather have an audiobook over e book. <br />agent_2: Me too! Wow there were quite a few stars who narrated the dungeons and dragons character Diizzt do&#x27;urden.<br />agent_1: I saw that! I am not sure who that is though. <br /><br />","wikileaks"
"Dasda: anyone else have trouble viewing ebooks in ubuntu?<br />Squideshi: In what format and with what application?<br />Dasda: exe and with ebookpro<br />Squideshi: The ebook is in EXE format?<br />Dasda: yes, thats why i wouldnt mind it if i could even get the exe to unpack but cant even do that<br />Squideshi: EXE files are usually for Microsoft operating systems. Where did you get the file?<br />Dasda: vgsports<br />Dasda: Squdeshi i can give u the link for download. it is only 1.8megs<br />Squideshi: Don&#x27;t give me the link for download. Give me the link for the webpage that has the link for download.<br />Dasda: i message it to you cause I was unsure if we are allowed to post links here<br /><br />","crontab, RapidSVN, SubVersion, Subversion, Tortoise SVN, gui client, firebox, channel guidelines, at command manual page, ubuntu programs"
"Dasda: anyone else have trouble viewing ebooks in ubuntu?<br />Squideshi: In what format and with what application?<br />Dasda: exe and with ebookpro<br />Squideshi: The ebook is in EXE format?<br />Dasda: yes, thats why i wouldnt mind it if i could even get the exe to unpack but cant even do that<br />Squideshi: EXE files are usually for Microsoft operating systems. Where did you get the file?<br />Dasda: vgsports<br />Dasda: Squdeshi i can give u the link for download. it is only 1.8megs<br />Squideshi: Don&#x27;t give me the link for download. Give me the link for the webpage that has the link for download.<br />Dasda: i message it to you cause I was unsure if we are allowed to post links here<br /><br />","Science/Tech"
"Dasda: anyone else have trouble viewing ebooks in ubuntu?<br />Squideshi: In what format and with what application?<br />Dasda: exe and with ebookpro<br />Squideshi: The ebook is in EXE format?<br />Dasda: yes, thats why i wouldnt mind it if i could even get the exe to unpack but cant even do that<br />Squideshi: EXE files are usually for Microsoft operating systems. Where did you get the file?<br />Dasda: vgsports<br />Dasda: Squdeshi i can give u the link for download. it is only 1.8megs<br />Squideshi: Don&#x27;t give me the link for download. Give me the link for the webpage that has the link for download.<br />Dasda: i message it to you cause I was unsure if we are allowed to post links here<br /><br />","Computer programme"
"Dasda: anyone else have trouble viewing ebooks in ubuntu?<br />Squideshi: In what format and with what application?<br />Dasda: exe and with ebookpro<br />Squideshi: The ebook is in EXE format?<br />Dasda: yes, thats why i wouldnt mind it if i could even get the exe to unpack but cant even do that<br />Squideshi: EXE files are usually for Microsoft operating systems. Where did you get the file?<br />Dasda: vgsports<br />Dasda: Squdeshi i can give u the link for download. it is only 1.8megs<br />Squideshi: Don&#x27;t give me the link for download. Give me the link for the webpage that has the link for download.<br />Dasda: i message it to you cause I was unsure if we are allowed to post links here<br /><br />","confit file, synaptic package manager, internet connection, xubuntu, linum, 32bit, 386, 64, 64bit, 64bit system"
"Dasda: anyone else have trouble viewing ebooks in ubuntu?<br />Squideshi: In what format and with what application?<br />Dasda: exe and with ebookpro<br />Squideshi: The ebook is in EXE format?<br />Dasda: yes, thats why i wouldnt mind it if i could even get the exe to unpack but cant even do that<br />Squideshi: EXE files are usually for Microsoft operating systems. Where did you get the file?<br />Dasda: vgsports<br />Dasda: Squdeshi i can give u the link for download. it is only 1.8megs<br />Squideshi: Don&#x27;t give me the link for download. Give me the link for the webpage that has the link for download.<br />Dasda: i message it to you cause I was unsure if we are allowed to post links here<br /><br />","Linux"
"Dasda: anyone else have trouble viewing ebooks in ubuntu?<br />Squideshi: In what format and with what application?<br />Dasda: exe and with ebookpro<br />Squideshi: The ebook is in EXE format?<br />Dasda: yes, thats why i wouldnt mind it if i could even get the exe to unpack but cant even do that<br />Squideshi: EXE files are usually for Microsoft operating systems. Where did you get the file?<br />Dasda: vgsports<br />Dasda: Squdeshi i can give u the link for download. it is only 1.8megs<br />Squideshi: Don&#x27;t give me the link for download. Give me the link for the webpage that has the link for download.<br />Dasda: i message it to you cause I was unsure if we are allowed to post links here<br /><br />","Linux"
"Dasda: anyone else have trouble viewing ebooks in ubuntu?<br />Squideshi: In what format and with what application?<br />Dasda: exe and with ebookpro<br />Squideshi: The ebook is in EXE format?<br />Dasda: yes, thats why i wouldnt mind it if i could even get the exe to unpack but cant even do that<br />Squideshi: EXE files are usually for Microsoft operating systems. Where did you get the file?<br />Dasda: vgsports<br />Dasda: Squdeshi i can give u the link for download. it is only 1.8megs<br />Squideshi: Don&#x27;t give me the link for download. Give me the link for the webpage that has the link for download.<br />Dasda: i message it to you cause I was unsure if we are allowed to post links here<br /><br />","Ubuntu, Linux, confit file, irssi, synaptic package manager, Karmic, Windows XP, command, command line, crontab"
"Dasda: anyone else have trouble viewing ebooks in ubuntu?<br />Squideshi: In what format and with what application?<br />Dasda: exe and with ebookpro<br />Squideshi: The ebook is in EXE format?<br />Dasda: yes, thats why i wouldnt mind it if i could even get the exe to unpack but cant even do that<br />Squideshi: EXE files are usually for Microsoft operating systems. Where did you get the file?<br />Dasda: vgsports<br />Dasda: Squdeshi i can give u the link for download. it is only 1.8megs<br />Squideshi: Don&#x27;t give me the link for download. Give me the link for the webpage that has the link for download.<br />Dasda: i message it to you cause I was unsure if we are allowed to post links here<br /><br />","Linux"
"Dasda: anyone else have trouble viewing ebooks in ubuntu?<br />Squideshi: In what format and with what application?<br />Dasda: exe and with ebookpro<br />Squideshi: The ebook is in EXE format?<br />Dasda: yes, thats why i wouldnt mind it if i could even get the exe to unpack but cant even do that<br />Squideshi: EXE files are usually for Microsoft operating systems. Where did you get the file?<br />Dasda: vgsports<br />Dasda: Squdeshi i can give u the link for download. it is only 1.8megs<br />Squideshi: Don&#x27;t give me the link for download. Give me the link for the webpage that has the link for download.<br />Dasda: i message it to you cause I was unsure if we are allowed to post links here<br /><br />","Personal letter"
